id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1827147,1839440,2,1.8204784532536746,0.5,9,0.6666666666666666,1.0,1,-1
1827147,1860701,2,1.8204784532536746,0.5,9,0.6666666666666666,1.0,0,-1
1827147,1874637,2,1.8204784532536746,0.5,9,0.6666666666666666,1.0,0,-1
1827181,1833039,2,1.631586747071319,0.5,9,0.5833333333333333,1.0,0,-1
1827181,1848033,2,1.8204784532536746,0.4,12,0.6666666666666666,1.0,0,-1
1827181,1939185,2,1.631586747071319,0.5,9,0.5833333333333333,1.0,0,-1
1827181,1941257,1,0.7213475204444817,0.3333333333333333,3,0.25,0.5,0,-1
1827182,1831032,1,0.45511961331341866,0.07142857142857142,44,0.1111111111111111,0.5,2,-1
1827182,1832944,3,1.8978146542023822,0.25,44,0.6111111111111112,1.0,4,-1
1827182,1832968,1,0.43429448190325176,0.07692307692307693,33,0.1,0.5,0,-1
1827182,1833113,6,4.305818191492122,0.4,110,1.4666666666666666,1.0,0,-1
1827182,1833777,4,2.2982992855820874,0.3333333333333333,55,0.7,1.0,0,-1
1827182,1842281,2,1.344533708530089,0.16666666666666666,33,0.43333333333333335,1.0,0,-1
1827182,1843301,2,1.344533708530089,0.16666666666666666,33,0.43333333333333335,1.0,1,-1
1827182,1844589,4,2.2982992855820874,0.3333333333333333,55,0.7,1.0,2,-1
1827182,1851286,3,2.164042561333445,0.17647058823529413,99,0.75,1.0,4,1
1827182,1852647,1,0.45511961331341866,0.08333333333333333,22,0.1111111111111111,0.5,2,-1
1827182,1855492,3,1.8978146542023822,0.25,44,0.6111111111111112,1.0,4,-1
1827182,1855653,4,2.2982992855820874,0.3333333333333333,55,0.7,1.0,0,-1
1827182,1856143,3,1.897814654202382,0.25,44,0.6111111111111112,1.0,5,-1
1827182,1857276,1,0.43429448190325176,0.07692307692307693,33,0.1,0.5,0,-1
1827182,1857278,1,0.43429448190325176,0.07692307692307693,33,0.1,0.5,0,-1
1827182,1860704,1,0.45511961331341866,0.07142857142857142,44,0.1111111111111111,0.5,2,-1
1827182,1860706,1,0.45511961331341866,0.06666666666666667,55,0.1111111111111111,0.5,2,-1
1827182,1861807,1,0.45511961331341866,0.07142857142857142,44,0.1111111111111111,0.5,2,-1
1827182,1876459,4,2.2982992855820874,0.3333333333333333,55,0.7,1.0,2,-1
1827191,1838492,5,2.40536930709684,0.7142857142857143,36,0.6266233766233766,1.0,0,-1
1827191,1852487,1,0.40242960438184466,0.1,30,0.08333333333333333,0.5,2,-1
1827191,1862916,5,2.449581591278336,0.625,42,0.6504329004329005,1.0,0,-1
1827191,1863088,1,0.40242960438184466,0.1,30,0.08333333333333333,0.5,0,-1
1827191,1870837,5,2.5464475422238406,0.4166666666666667,66,0.7023809523809522,1.0,3,-1
